,title,doi,published,ref_count,authors,abstract,author_names,journal,volume,issue,pages,article_number,publisher,crossref_title,apa_citation
10,When the Church Votes Left: How Progressive Bishops Supported the Workers’ Party in Brazil,10.1017/s0003055426101427,"[2026, 2, 24]",118,"[{'ORCID': 'https://orcid.org/0000-0003-2580-9167', 'authenticated-orcid': False, 'given': 'GUADALUPE', 'family': 'TUÑÓN', 'sequence': 'first', 'affiliation': [{'id': [{'id': 'https://ror.org/00hx57361', 'id-type': 'ROR', 'asserted-by': 'publisher'}], 'name': 'Princeton University'}]}]","Social scientists routinely characterize religious influence in electoral politics as conservative and left-wing parties as fundamentally secular. Against these claims, I argue that the relationship between religion and electoral politics is shaped by the redistributive beliefs and preferences of religious leaders, who can become valuable allies of left-wing parties. I evaluate this argument in Brazil following the appointment of Pope John Paul II, leveraging as-if random variation in municipalities’ exposure to progressive Catholic bishops. I show that bishops who actively supported state-led redistribution were essential to the electoral success of the left-wing Workers’ Party (
                    Partido dos Trabalhadores
                    [PT]). Voters in municipalities with longer exposure to these bishops supported the PT at higher rates. The findings highlight the under-examined role of religious leaders in shaping the electoral influence of religion and provide evidence that these leaders can, in fact, be key for the development of left-wing parties, especially in the developing world.","['TUÑÓN, GUADALUPE']",American Political Science Review,,,1-17,,Cambridge University Press (CUP),When the Church Votes Left: How Progressive Bishops Supported the Workers’ Party in Brazil,"Tuñón, G. (2026). When the Church Votes Left: How Progressive Bishops Supported the Workers’ Party in Brazil. American Political Science Review, [VOLUME MISSING] , 1-17.[ https://doi.org/10.1017/s0003055426101427]( https://doi.org/10.1017/s0003055426101427)"
11,Consequences of the Black Sea Slave Trade: Long-Run Development in Eastern Europe,10.1017/s0003055426101439,"[2026, 2, 20]",105,"[{'ORCID': 'https://orcid.org/0000-0002-5089-3818', 'authenticated-orcid': False, 'given': 'VOLHA', 'family': 'CHARNYSH', 'sequence': 'first', 'affiliation': [{'id': [{'id': 'https://ror.org/042nb2s44', 'id-type': 'ROR', 'asserted-by': 'publisher'}], 'name': 'Massachusetts Institute of Technology'}]}, {'ORCID': 'https://orcid.org/0000-0003-1455-3506', 'authenticated-orcid': False, 'given': 'RANJIT', 'family': 'LALL', 'sequence': 'additional', 'affiliation': [{'id': [{'id': 'https://ror.org/052gg0110', 'id-type': 'ROR', 'asserted-by': 'publisher'}], 'name': 'University of Oxford'}]}]","We investigate the developmental consequences of slave-raiding in Eastern Europe, the largest source of slaves in the early modern world after West Africa. Drawing on a wide-ranging new dataset, we estimate that at least five million people were captured from hundreds of locations across Eastern Europe between the fifteenth and eighteenth centuries. We hypothesize that, over time, raids encouraged an economically advantageous process of defensive state-building linked to raided societies’ resistance to and lack of integration into the slave trade. Using difference-in-differences and instrumental variables strategies, we find that exposure to raids is positively associated with long-run urban growth and related indicators of demographic and commercial development. Consistent with our posited mechanism, raided areas constructed more robust defensive infrastructures and attained higher levels of military, administrative, and fiscal capacity. Our findings suggest that the structure of slave production conditions its developmental legacies, cautioning against drawing generalizations from the African context.","['CHARNYSH, VOLHA', 'LALL, RANJIT']",American Political Science Review,,,1-23,,Cambridge University Press (CUP),Consequences of the Black Sea Slave Trade: Long-Run Development in Eastern Europe,"Charnysh, V., & Lall, R. (2026). Consequences of the Black Sea Slave Trade: Long-Run Development in Eastern Europe. American Political Science Review, [VOLUME MISSING] , 1-23.[ https://doi.org/10.1017/s0003055426101439]( https://doi.org/10.1017/s0003055426101439)"
12,How the Pro-Beijing Media Influences Voters: Evidence from a Randomized Field Experiment,10.1017/s0003055426101476,"[2026, 2, 13]",107,"[{'ORCID': 'https://orcid.org/0000-0002-2245-7939', 'authenticated-orcid': False, 'given': 'JAY C.', 'family': 'KAO', 'sequence': 'first', 'affiliation': [{'id': [{'id': 'https://ror.org/04b6x2g63', 'id-type': 'ROR', 'asserted-by': 'publisher'}], 'name': 'Loyola University Chicago'}]}]","Authoritarian regimes have increasingly leveraged foreign media to project influence within democracies, yet evidence of these co-opted outlets’ actual effects remains scarce. This study presents findings from a field experiment conducted during Taiwan’s 2020 general election, assessing the impact of The China Times, a Beijing-backed media conglomerate, on voter behavior and attitudes. The experiment incentivized participants to engage in sustained consumption of real-time news from this outlet in the weeks leading up to the election. Results from a panel survey linked to individual-level web-tracking data reveal that exposure to The China Times sways voters in favor of the People’s Republic of China (PRC). These effects, however, are primarily driven by nonpartisan and PRC-friendly voters. To the extent that I find effects among PRC-skeptics, they show evidence of backfiring. As Beijing’s media co-optation extends beyond Taiwan, my findings have broader implications for understanding the effectiveness and limitations of authoritarian influence operations.","['KAO, JAY C.']",American Political Science Review,,,1-20,,Cambridge University Press (CUP),How the Pro-Beijing Media Influences Voters: Evidence from a Randomized Field Experiment,"Kao, J. C. (2026). How the Pro-Beijing Media Influences Voters: Evidence from a Randomized Field Experiment. American Political Science Review, [VOLUME MISSING] , 1-20.[ https://doi.org/10.1017/s0003055426101476]( https://doi.org/10.1017/s0003055426101476)"
13,PSR volume 120 issue 1 Cover and Front matter,10.1017/s000305542510107x,"[2026, 1, 29]",0,,No abstract available,,American Political Science Review,120,1,f1-f6,,Cambridge University Press (CUP),PSR volume 120 issue 1 Cover and Front matter,"[Author Missing] (2026). PSR volume 120 issue 1 Cover and Front matter. American Political Science Review, 120 (1), f1-f6.[ https://doi.org/10.1017/s000305542510107x]( https://doi.org/10.1017/s000305542510107x)"
14,PSR volume 120 issue 1 Cover and Back matter,10.1017/s0003055425101081,"[2026, 1, 29]",0,,No abstract available,,American Political Science Review,120,1,b1-b4,,Cambridge University Press (CUP),PSR volume 120 issue 1 Cover and Back matter,"[Author Missing] (2026). PSR volume 120 issue 1 Cover and Back matter. American Political Science Review, 120 (1), b1-b4.[ https://doi.org/10.1017/s0003055425101081]( https://doi.org/10.1017/s0003055425101081)"
15,List of Reviewers,10.1017/s000305542510141x,"[2026, 1, 29]",0,,No abstract available,,American Political Science Review,120,1,392-398,,Cambridge University Press (CUP),List of Reviewers,"[Author Missing] (2026). List of Reviewers. American Political Science Review, 120 (1), 392-398.[ https://doi.org/10.1017/s000305542510141x]( https://doi.org/10.1017/s000305542510141x)"
16,Publication of Replication Materials for “Political Cleavages within Industry: Firm-Level Lobbying for Trade Liberalization”,10.1017/s0003055425101378,"[2026, 1, 19]",2,"[{'given': 'IN SONG', 'family': 'KIM', 'sequence': 'first', 'affiliation': [{'name': 'Massachusetts Institute of Technology'}]}]","Abstract
                  
                    As a contribution to the
                    American Political Science Review (APSR)
                    ’s retrospective data publication initiative, I have published the data and code associated with my article, Political Cleavages within Industry: Firm-level Lobbying for Trade Liberalization (Kim 2017), in the
                    APSR
                    Dataverse (Kim 2025). These materials were not peer reviewed prior to the publication of the original article.","['KIM, IN SONG']",American Political Science Review,,,1-1,,Cambridge University Press (CUP),Publication of Replication Materials for “Political Cleavages within Industry: Firm-Level Lobbying for Trade Liberalization”,"Kim, I. S. (2026). Publication of Replication Materials for “Political Cleavages within Industry: Firm-Level Lobbying for Trade Liberalization”. American Political Science Review, [VOLUME MISSING] , 1-1.[ https://doi.org/10.1017/s0003055425101378]( https://doi.org/10.1017/s0003055425101378)"
17,More than Symbols: The Effect of Symbolic Policies on Climate Policy Support,10.1017/s0003055425101408,"[2026, 1, 19]",65,"[{'ORCID': 'https://orcid.org/0000-0002-9685-1349', 'authenticated-orcid': False, 'given': 'THEODORE', 'family': 'TALLENT', 'sequence': 'first', 'affiliation': [{'id': [{'id': 'https://ror.org/05fe7ax82', 'id-type': 'ROR', 'asserted-by': 'publisher'}], 'name': 'Sciences Po'}]}, {'ORCID': 'https://orcid.org/0009-0000-0950-7906', 'authenticated-orcid': False, 'given': 'MALO', 'family': 'JAN', 'sequence': 'additional', 'affiliation': [{'id': [{'id': 'https://ror.org/05fe7ax82', 'id-type': 'ROR', 'asserted-by': 'publisher'}], 'name': 'Sciences Po'}]}, {'given': 'LUIS', 'family': 'SATTELMAYER', 'sequence': 'additional', 'affiliation': [{'id': [{'id': 'https://ror.org/05fe7ax82', 'id-type': 'ROR', 'asserted-by': 'publisher'}], 'name': 'Sciences Po'}]}]","As climate change effects become increasingly salient, the need for stringent climate policies becomes more pressing. The implementation of such policies is often met with resistance from the public due to their perceived costs and distributional implications. Scholars have mostly focused on material compensations to increase public support among policy losers. This article goes beyond the existing literature by showing how what we term symbolic policies can enhance support for costlier policies. We define symbolic policies as policies sending meaningful messages to the public but having low material impacts. We argue that without changing the material costs that climate policies impose, symbolic policies increase public support by altering the message that costly policies convey. We demonstrate our argument using survey experiments and qualitative interviews conducted in France, showing that symbolic policies can significantly increase support for costly climate policies and increase perceptions of fairness, elite behavior, and government credibility.","['TALLENT, THEODORE', 'JAN, MALO', 'SATTELMAYER, LUIS']",American Political Science Review,,,1-21,,Cambridge University Press (CUP),More than Symbols: The Effect of Symbolic Policies on Climate Policy Support,"Tallent, T., Jan, M., & Sattelmayer, L. (2026). More than Symbols: The Effect of Symbolic Policies on Climate Policy Support. American Political Science Review, [VOLUME MISSING] , 1-21.[ https://doi.org/10.1017/s0003055425101408]( https://doi.org/10.1017/s0003055425101408)"
18,"Claimability in International Relations: Oil Discoveries, Territorial Claims, and Interstate Conflicts",10.1017/s0003055425101366,"[2026, 1, 14]",175,"[{'ORCID': 'https://orcid.org/0000-0002-6952-3569', 'authenticated-orcid': False, 'given': 'KYOSUKE', 'family': 'KIKUTA', 'sequence': 'first', 'affiliation': [{'id': [{'id': 'https://ror.org/0480zh114', 'id-type': 'ROR', 'asserted-by': 'publisher'}], 'name': 'Japan External Trade Organization'}]}]","Interstate conflict is rare not primarily because states settle disputes peacefully but largely because they have no serious dispute. To address this simple but oft-neglected reality, I provide a comprehensive measurement of states’ claimable areas. Focusing on three international norms that emerged after the world wars (territorial integrity, minority protection, and maritime sovereignty), I code geographical extents of states’ claimable areas for 1946–2024. I illustrate the usefulness of this dataset by applying it to oil and conflict. By leveraging the records of over 600,000 wildcat drills, natural experiments, and difference-in-differences, I demonstrate that fuel resources increased interstate conflicts only when discovered in areas claimable to multiple states. The extensive analyses of validity, heterogeneity, and mechanisms, as well as the “most-similar” case study, provide further evidence. These findings expand the emerging literature on territorial norms by providing comprehensive, rigorous, and contemporary evidence for claimability in international relations.","['KIKUTA, KYOSUKE']",American Political Science Review,,,1-26,,Cambridge University Press (CUP),"Claimability in International Relations: Oil Discoveries, Territorial Claims, and Interstate Conflicts","Kikuta, K. (2026). Claimability in International Relations: Oil Discoveries, Territorial Claims, and Interstate Conflicts. American Political Science Review, [VOLUME MISSING] , 1-26.[ https://doi.org/10.1017/s0003055425101366]( https://doi.org/10.1017/s0003055425101366)"
19,Do Donors Punish Extremist Primary Nominees? Evidence from Congress and American State Legislatures,10.1017/s000305542510138x,"[2025, 12, 29]",113,"[{'ORCID': 'https://orcid.org/0009-0008-5522-8877', 'authenticated-orcid': False, 'given': 'ANDREW C. W.', 'family': 'MYERS', 'sequence': 'first', 'affiliation': [{'name': 'Stanford University'}]}]","Fundraising is a critical element of legislative elections, yet problems of measurement and strategic candidate emergence have prevented researchers from evaluating how running extremist candidates affects parties’ fundraising prospects. This article combines an original candidate ideology scaling with a regression discontinuity design in primary elections in Congress, 1980–2022, and state legislatures, 1996–2022, to assess whether donors punish extremist nominees in general elections. I find that the “coin-flip” primary nomination of an extremist over a more moderate opponent decreases their party’s share of general-election contributions by 7 percentage points in the median contest and 18–19 percentage points when the ideological contrast between candidates is largest. This financial penalty is larger among corporate PACs than individual donors and is driven symmetrically by donors withdrawing support from extremist nominees and rallying behind their opponents. Applying a complementary panel-based identification strategy, I replicate these core findings and further document that the financial penalty to extremist nominees has fallen by nearly half since 2000. Overall, these results show how general-election donors act as a marked, yet waning, moderating force in American politics when parties run extremist candidates.","['MYERS, ANDREW C. W.']",American Political Science Review,,,1-21,,Cambridge University Press (CUP),Do Donors Punish Extremist Primary Nominees? Evidence from Congress and American State Legislatures,"Myers, A. C. W. (2025). Do Donors Punish Extremist Primary Nominees? Evidence from Congress and American State Legislatures. American Political Science Review, [VOLUME MISSING] , 1-21.[ https://doi.org/10.1017/s000305542510138x]( https://doi.org/10.1017/s000305542510138x)"
20,State-Building and Rebellion in the Run-Up to the French Revolution,10.1017/s0003055425101342,"[2025, 12, 24]",119,"[{'ORCID': 'https://orcid.org/0000-0002-3341-8687', 'authenticated-orcid': False, 'given': 'MICHAEL', 'family': 'ALBERTUS', 'sequence': 'first', 'affiliation': [{'id': [{'id': 'https://ror.org/024mw5h28', 'id-type': 'ROR', 'asserted-by': 'publisher'}], 'name': 'University of Chicago'}]}, {'ORCID': 'https://orcid.org/0000-0001-9912-3841', 'authenticated-orcid': False, 'given': 'VICTOR', 'family': 'GAY', 'sequence': 'additional', 'affiliation': [{'id': [{'id': 'https://ror.org/00ff5f522', 'id-type': 'ROR', 'asserted-by': 'publisher'}], 'name': 'Toulouse School of Economics'}]}]","Early modern European powers were beset by episodic unrest as they sought to consolidate their authority and build empires. We examine how growing state communication networks and the penetration of society impacted unrest by combining original and detailed parish-level data from pre-Revolutionary France on the expansion of the horse-post relay network with rebellion in this period. Using a staggered difference-in-differences framework, we find that new horse-post relays are associated with more local rebellion. We argue that the main mechanisms are the material consequences of state centralization. New horse-post relays are linked with more rebellion against state agents and associates—the military, police, tax collectors, and the judiciary—that conscripted civilians, enforced taxes and laws, and increasingly monopolized roads. Pre-existing state and administrative fragmentation also mediated this relationship. Our findings have implications for the scholarly understanding of the co-evolution of states and order.","['ALBERTUS, MICHAEL', 'GAY, VICTOR']",American Political Science Review,,,1-28,,Cambridge University Press (CUP),State-Building and Rebellion in the Run-Up to the French Revolution,"Albertus, M., & Gay, V. (2025). State-Building and Rebellion in the Run-Up to the French Revolution. American Political Science Review, [VOLUME MISSING] , 1-28.[ https://doi.org/10.1017/s0003055425101342]( https://doi.org/10.1017/s0003055425101342)"
21,Mapping the Political Contours of the Regulatory State: Dynamic Estimates of Agency Ideal Points,10.1017/s0003055425101391,"[2025, 12, 17]",33,"[{'ORCID': 'https://orcid.org/0000-0002-0615-9632', 'authenticated-orcid': False, 'given': 'ALEX', 'family': 'ACS', 'sequence': 'first', 'affiliation': [{'name': 'The Ohio State University'}]}]","This article introduces a novel empirical method for estimating the ideological orientations of U.S. regulatory agencies across different presidential administrations. Employing a measurement model based on item response theory and analyzing data on planned regulations from the Unified Agenda and the president’s discretionary review of those regulations, as implemented by the Office of Information and Regulatory Affairs, the study provides dynamic estimates of agency ideal points from the Clinton through the Trump administrations. The model uses NOMINATE ideal points of presidents to link the estimated agency ideal points to legislative ideal points. The resulting estimates correlate positively with existing measures of agency ideology, highlight controversial regulators, and demonstrate that agency ideologies shift over time due to emerging issues that divide the parties. The study also finds that agencies located ideologically closer to the president are more productive, as evidenced by their regulatory output.","['ACS, ALEX']",American Political Science Review,,,1-18,,Cambridge University Press (CUP),Mapping the Political Contours of the Regulatory State: Dynamic Estimates of Agency Ideal Points,"Acs, A. (2025). Mapping the Political Contours of the Regulatory State: Dynamic Estimates of Agency Ideal Points. American Political Science Review, [VOLUME MISSING] , 1-18.[ https://doi.org/10.1017/s0003055425101391]( https://doi.org/10.1017/s0003055425101391)"
22,"Peace Dividends: Criminal Governance, Rational Violence, and Economic Development",10.1017/s0003055425101354,"[2025, 12, 9]",62,"[{'ORCID': 'https://orcid.org/0000-0002-9605-2483', 'authenticated-orcid': False, 'given': 'BRUNO', 'family': 'PANTALEÃO', 'sequence': 'first', 'affiliation': [{'id': [{'id': 'https://ror.org/02c0rrp38', 'id-type': 'ROR', 'asserted-by': 'publisher'}], 'name': 'Fundação Getulio Vargas'}]}]","In this article, I show that in contexts where the state fails to deliver order and security, criminal organizations can paradoxically facilitate economic development. I consider the case of the
                    Primeiro Comando da Capital
                    [“First Capital Command”] (PCC)—a Brazilian prison gang that has achieved hegemony over the criminal market of a large region and become the de facto regulator of violence and organized crime in São Paulo. Employing a robust difference-in-differences approach on granular administrative employment data, firm creation registries, and satellite-based nighttime luminosity (as a proxy for informal economic activity), I provide causal evidence that the PCC’s stable, rule-based criminal governance significantly increased local economic opportunities. My findings challenge conventional wisdom on the negative economic externalities of crime, demonstrating that hegemonic, institutionalized, and non-extractive criminal governance can generate positive economic externalities by reducing violence and uncertainty.","['PANTALEÃO, BRUNO']",American Political Science Review,,,1-13,,Cambridge University Press (CUP),"Peace Dividends: Criminal Governance, Rational Violence, and Economic Development","Pantaleão, B. (2025). Peace Dividends: Criminal Governance, Rational Violence, and Economic Development. American Political Science Review, [VOLUME MISSING] , 1-13.[ https://doi.org/10.1017/s0003055425101354]( https://doi.org/10.1017/s0003055425101354)"
23,Replication of “Instrumentally Inclusive: The Political Psychology of Homonationalism” (Turnbull-Dugarte and López Ortega 2024),10.1017/s0003055425101330,"[2025, 11, 28]",9,"[{'ORCID': 'https://orcid.org/0000-0003-2151-8020', 'authenticated-orcid': False, 'given': 'DANIEL', 'family': 'DE KADT', 'sequence': 'first', 'affiliation': [{'id': [{'id': 'https://ror.org/0090zs177', 'id-type': 'ROR', 'asserted-by': 'publisher'}], 'name': 'London School of Economics'}]}]","Turnbull-Dugarte and López Ortega (2024) argue that increasing exposure to sexually conservative ethnic out-groups causes instrumental support for LGBT+ rights among those predisposed to disfavor the ethnic out-group. The article presents results from two related experiments, one conducted in the UK and a follow up in Spain, where respondents were randomly assigned to read vignettes about anti-LGBT+ protests, and the identity of the protesters was varied. I outline a series of concerns with the article, primarily related to
                    ad hoc
                    empirical choices. The authors use weights (of undisclosed origin) that follow a peculiar bimodal distribution in the second study but use no weights in the first, and inconsistently use robust standard errors throughout. These choices create a pattern of statistically significant results consistent with their theory, a pattern that disappears when either choice is varied. Additional analyses show that, rather than supporting their theory, the second experiment contradicts it.","['DE KADT, DANIEL']",American Political Science Review,,,1-10,,Cambridge University Press (CUP),Replication of “Instrumentally Inclusive: The Political Psychology of Homonationalism” (Turnbull-Dugarte and López Ortega 2024),"De Kadt, D. (2025). Replication of “Instrumentally Inclusive: The Political Psychology of Homonationalism” (Turnbull-Dugarte and López Ortega 2024). American Political Science Review, [VOLUME MISSING] , 1-10.[ https://doi.org/10.1017/s0003055425101330]( https://doi.org/10.1017/s0003055425101330)"
24,Attitudinal and Behavioral Legacies of Wartime Violence: A Meta-Analysis,10.1017/s0003055425101299,"[2025, 11, 26]",40,"[{'ORCID': 'https://orcid.org/0000-0001-6965-4342', 'authenticated-orcid': False, 'given': 'JOAN', 'family': 'BARCELÓ', 'sequence': 'first', 'affiliation': [{'id': [{'id': 'https://ror.org/00e5k0821', 'id-type': 'ROR', 'asserted-by': 'publisher'}], 'name': 'New York University Abu Dhabi'}]}]","Understanding the legacies of wartime violence is essential for explaining postwar dynamics and informing policy. I present a meta-analysis of 172 quantitative studies across more than 50 countries, assessing the effects of wartime violence on 22 outcomes spanning four broad areas: (a) civic and political engagement, prosociality, and trust; (b) attitudinal hardening toward wartime enemies; (c) identification with one’s own wartime-aligned group; and (d) generalized attitudinal hardening. The analysis reveals mixed effects on engagement, prosociality, and trust: while violence increases some forms of participation, it does not promote voting, trust, or altruism. In contrast, wartime violence consistently heightens hostility toward former adversaries and strengthens in-group identification and favoritism. However, I find little evidence of broader hardening toward actors not directly involved in the conflict. These results challenge optimistic claims that war fosters cohesion and underscore the need for interventions that reduce intergroup hostility, rebuild cross group-trust, and support reconciliation.","['BARCELÓ, JOAN']",American Political Science Review,,,1-18,,Cambridge University Press (CUP),Attitudinal and Behavioral Legacies of Wartime Violence: A Meta-Analysis,"Barceló, J. (2025). Attitudinal and Behavioral Legacies of Wartime Violence: A Meta-Analysis. American Political Science Review, [VOLUME MISSING] , 1-18.[ https://doi.org/10.1017/s0003055425101299]( https://doi.org/10.1017/s0003055425101299)"
